fibro_typename,seed,orientation_10,major_axis_10,minor_axis_10,orientation_20,major_axis_20,minor_axis_20,orientation_30,major_axis_30,minor_axis_30,orientation_40,major_axis_40,minor_axis_40,orientation_50,major_axis_50,minor_axis_50,orientation_60,major_axis_60,minor_axis_60,orientation_70,major_axis_70,minor_axis_70,orientation_80,major_axis_80,minor_axis_80,orientation_90,major_axis_90,minor_axis_90,fibro_type
diffuse,41,40.268839,18.662783,16.98257,-87.878942,70.38009,21.442291,-84.521377,80.210848,25.784313,-84.732548,100.576335,32.807776,-84.37781,130.86558,39.013677,-84.30958,168.62511,50.037785,-84.092402,223.599484,65.966266,-85.025441,313.469724,93.35822,-87.001673,440.770412,135.953481,diffuse
diffuse,42,39.805571,15.799574,15.472771,-87.111875,57.319049,29.292479,-83.339787,72.544108,29.288811,-83.679669,93.484871,34.425582,-84.123517,124.151738,40.060658,-83.910775,163.558986,50.851877,-83.63507,217.377992,66.445599,-84.801008,316.290726,91.278953,-87.126645,439.192146,134.982275,diffuse
diffuse,43,85.302777,32.296974,22.124685,-84.498271,62.774021,23.533308,-83.354499,78.782749,27.511553,-84.378525,97.875956,33.59417,-84.172547,126.948752,40.031732,-84.92071,165.863474,50.877339,-84.282757,219.33375,66.714308,-85.089462,317.331937,91.542743,-87.332578,440.775638,136.360007,diffuse
diffuse,44,-83.766985,55.045517,16.819035,-82.373348,75.770525,21.796024,-83.525913,85.122703,25.728836,-84.902348,101.387367,32.630175,-84.317848,128.555293,40.043899,-85.671596,168.643417,51.717297,-84.249516,229.050088,67.510244,-85.289058,331.370666,92.216699,-87.422965,444.435726,138.314532,diffuse
diffuse,45,-78.967185,61.638376,15.535139,-81.123279,76.589674,19.192354,-83.881934,82.951332,25.066362,-84.462324,97.404871,33.084594,-83.943043,127.841668,39.500468,-84.586669,165.173847,52.331359,-83.687402,231.132178,65.787802,-84.605417,325.685457,91.324885,-87.12705,439.745345,136.070211,diffuse
diffuse,46,81.182769,17.928428,17.33676,-84.017301,72.385486,20.836639,-84.145363,79.881797,24.691447,-83.958398,93.598449,33.248359,-83.945805,123.926287,39.632669,-83.641964,162.963779,50.86316,-83.887333,219.18526,66.436123,-84.424974,317.059124,90.808364,-87.228497,441.592259,134.551584,diffuse
diffuse,47,13.400417,19.687037,17.623434,-82.005787,68.805174,22.190788,-84.267726,75.895632,26.788743,-84.521519,99.68473,31.685554,-84.726988,126.278231,39.44871,-85.136023,167.463744,50.282258,-84.772451,218.580047,68.107747,-85.151338,321.995396,91.015433,-87.635199,444.194867,134.254222,diffuse
diffuse,48,-87.357898,46.52924,18.522438,-81.675114,74.349794,20.388573,-83.021211,81.708672,25.451652,-83.722887,105.673143,30.963925,-83.894968,130.316881,37.837009,-84.489048,162.758329,50.338354,-83.768258,214.622125,67.436098,-84.702283,314.333573,91.474775,-87.086012,446.806192,135.748022,diffuse
diffuse,49,22.61693,17.20332,15.585373,-87.231281,57.27822,22.413418,-83.925233,75.237207,25.571869,-83.761891,102.470016,30.596488,-83.753662,129.344268,37.491203,-84.916381,164.649357,49.888995,-84.126134,214.71738,66.694681,-84.475916,312.527975,90.816616,-87.454941,440.586519,134.008984,diffuse
diffuse,50,14.173642,17.484544,15.590403,-82.675281,55.685482,25.858532,-81.772141,77.816911,25.3468,-82.9121,92.32096,30.442147,-83.355969,120.68354,36.738093,-85.447596,154.811389,48.450232,-83.709759,205.826497,63.231084,-84.347893,299.912519,88.262239,-87.219513,438.998918,129.296484,diffuse
diffuse,51,-13.318425,20.022931,17.862071,-81.372544,70.255407,22.634343,-83.482623,81.119471,23.958295,-84.475451,94.690445,30.448803,-84.057984,118.177119,38.002227,-84.267542,155.072044,49.892279,-84.034509,207.224106,64.914113,-84.637335,303.340761,90.288429,-86.745825,432.977146,132.020238,diffuse
diffuse,52,-5.195431,16.85382,15.808196,-81.104718,77.477578,18.905842,-82.538967,81.166744,23.620123,-84.095735,93.285487,31.478039,-83.628943,123.861411,37.338467,-84.826231,155.612206,50.824968,-83.656848,210.821439,67.899713,-84.34017,311.964544,91.247495,-86.664443,437.255459,134.274154,diffuse
diffuse,53,-72.370333,25.538307,18.381127,-74.968708,77.400207,18.416131,-79.150105,85.450464,23.904285,-81.912164,99.046756,32.490529,-83.530472,129.288278,39.233604,-83.746045,162.656081,51.954346,-84.027932,217.791565,67.630291,-83.822546,313.650672,93.913481,-87.356411,440.947397,136.719113,diffuse
diffuse,54,-82.201584,62.847182,17.818829,-82.525988,86.338561,19.835375,-83.211662,87.849458,24.048244,-84.239566,97.82708,32.57597,-84.260903,125.580539,40.973159,-84.097887,166.721347,52.650822,-84.161208,223.138564,68.84962,-85.254325,322.441105,94.010093,-87.3207,444.901691,137.074485,diffuse
diffuse,55,-83.312897,79.541517,17.180137,-83.250371,84.595923,19.826726,-83.872651,87.045161,24.486747,-84.074843,97.656979,32.650726,-83.862105,127.747105,38.97278,-83.471124,170.286236,49.283028,-83.846316,216.335543,67.249543,-85.033973,316.222832,91.007819,-86.961847,444.834507,134.804739,diffuse
diffuse,56,-27.589304,21.700261,18.205727,-76.231296,65.063584,20.738175,-81.620359,78.512662,24.876496,-83.640826,92.961918,32.214058,-84.423712,124.148821,38.47942,-85.054725,161.194342,50.518456,-83.742655,215.245297,66.330878,-85.189843,315.417671,90.501355,-87.485747,443.769176,133.833854,diffuse
diffuse,57,89.483793,31.485532,20.617436,-86.102121,64.567867,22.1999,-83.803349,79.216899,26.432933,-84.062204,100.798322,32.728295,-84.48622,130.019888,39.509969,-83.837421,162.469703,53.458984,-83.853065,217.431607,69.3554,-84.070238,311.61417,94.972669,-86.948482,439.315171,136.305169,diffuse
diffuse,58,-86.561609,37.708977,20.274758,-81.374491,62.963014,21.160723,-82.193274,77.851659,26.627211,-83.817925,98.575362,33.221281,-84.315232,128.649889,40.162281,-82.788534,168.54305,51.501291,-83.929344,219.297112,68.067444,-84.870268,317.0667,92.529192,-87.456194,443.418668,136.754101,diffuse
diffuse,59,-89.282013,35.412678,20.848426,-83.499239,70.295659,22.183557,-83.382715,77.440484,26.616715,-84.212722,95.042351,33.705372,-84.51364,125.764153,40.026855,-85.228164,163.436503,51.135215,-84.287462,217.582013,66.493598,-85.694486,315.525164,92.272568,-87.832825,436.455497,137.115395,diffuse
diffuse,60,1.764909,15.205704,14.489231,85.575413,51.418485,22.845574,-84.851948,74.088275,26.404315,-84.077784,96.03927,31.802475,-84.026981,126.278999,38.498653,-84.885871,160.007868,51.649587,-84.303484,217.572891,66.892716,-84.657149,309.4671,92.39612,-88.158861,445.46599,134.876286,diffuse
diffuse,61,36.714458,19.064436,18.0286,88.254158,53.28206,25.62157,-85.126692,79.173914,26.871503,-84.847011,99.811834,33.078005,-84.549827,128.2487,39.763325,-84.981454,161.24046,52.329969,-84.409415,215.382319,68.316606,-85.220241,324.515303,91.100376,-87.343175,443.43123,136.628069,diffuse
diffuse,62,-73.466548,33.778707,21.887109,-84.085115,68.940084,22.027578,-84.521261,84.885603,27.767434,-83.946406,111.200439,33.505445,-83.827969,134.664593,41.132103,-84.313533,173.744818,52.487717,-83.933378,222.726493,70.794388,-84.762806,326.620462,96.061569,-87.560388,445.560282,140.545822,diffuse
diffuse,63,-86.367217,71.820556,13.709814,-84.556568,84.990519,18.714021,-84.359045,86.802248,24.208113,-84.518041,102.098068,32.366153,-83.768287,129.62676,39.02669,-84.328265,160.881953,53.636942,-84.0498,216.44448,68.827005,-84.175004,312.569911,94.580111,-87.297134,442.07022,136.808853,diffuse
diffuse,64,-82.637886,62.401377,15.857914,-84.364265,90.692455,20.640176,-85.094999,89.18838,25.899236,-85.275846,97.223129,32.475843,-84.86642,124.202323,39.411067,-84.752553,161.559509,50.936743,-84.608964,219.205534,65.660321,-84.843082,309.569549,92.187341,-86.558353,444.639502,134.156,diffuse
diffuse,65,-74.937166,19.371084,18.004812,-82.004099,72.521431,22.239337,-82.984432,81.217668,25.088637,-83.805194,96.36611,32.363521,-84.200292,125.815435,38.914648,-84.903266,160.34251,51.569557,-84.140443,221.531224,66.834315,-85.557941,319.449233,92.214574,-87.702866,443.72667,136.445458,diffuse
diffuse,66,-70.339711,30.356095,21.63233,-77.774122,61.405637,24.240856,-81.891973,74.620031,27.718766,-83.33433,99.58116,32.778624,-84.280104,129.621467,39.043942,-85.166054,161.124633,52.22882,-84.198752,219.776179,66.977501,-85.047262,315.854934,92.319069,-86.993137,444.361202,134.0234,diffuse
diffuse,67,44.403926,23.043122,18.976027,-86.345245,62.175155,23.420375,-84.061688,75.387371,27.192363,-84.69228,94.584603,33.780075,-84.607662,126.358076,39.843519,-84.361603,160.99264,52.117334,-85.077104,219.447555,67.8879,-85.233534,326.97032,90.82248,-87.658776,439.77237,136.924567,diffuse
diffuse,68,70.008165,30.435555,19.665298,-86.545375,64.764665,22.501844,-84.848342,81.134552,26.497041,-84.780868,100.296163,32.517356,-84.486589,124.823746,41.373672,-84.547833,168.963953,52.483798,-84.658351,224.89026,68.049149,-85.411491,318.11496,93.666179,-87.336752,443.657354,135.590023,diffuse
diffuse,69,-84.241761,38.168388,17.714794,-87.980131,78.719203,20.199474,-85.8326,87.759521,24.053051,-84.858256,100.796932,30.740115,-84.478695,119.332535,40.778093,-83.37897,163.378814,50.916726,-83.348504,215.756334,67.218052,-84.881654,324.997076,89.162072,-87.726475,442.745506,134.519416,diffuse
diffuse,70,-85.728777,58.059369,16.741049,-88.20805,84.702744,19.993063,-87.140062,84.523353,25.015797,-85.090577,110.64992,30.320986,-84.629194,131.343067,37.663821,-84.135941,158.041207,51.345379,-84.267972,220.688549,65.323194,-85.133804,325.688359,87.872741,-87.726941,442.190252,133.376788,diffuse
diffuse,71,-80.111033,27.537147,18.790534,-85.645726,73.518755,17.147517,-85.185331,86.912804,26.62731,-84.305623,110.089715,31.943605,-84.077259,129.036394,38.699807,-84.676465,159.513147,50.767812,-84.141422,218.345937,65.908477,-85.594981,322.315065,88.907295,-87.619142,443.469036,133.577795,diffuse
diffuse,72,-83.556958,50.073365,17.654443,-83.90368,70.80107,18.615559,-83.670694,81.101231,25.963359,-83.873468,109.243622,30.558152,-84.021591,130.0923,37.712896,-84.391646,163.393183,49.811262,-84.110239,220.189615,65.199238,-84.709247,324.021583,88.899926,-87.826934,445.60065,134.103598,diffuse
diffuse,73,-72.509843,32.06827,20.847338,-84.540497,70.544015,21.819519,-84.564925,82.468762,26.70171,-84.450955,104.547649,32.200403,-84.316347,130.459908,39.224003,-84.191482,174.015508,49.533044,-84.07725,226.53238,66.7498,-85.014825,328.904745,90.59443,-87.54529,445.433698,136.080103,diffuse
diffuse,74,-76.968248,35.994407,19.364876,-80.538526,73.474521,22.251375,-82.667158,81.546286,26.223374,-83.336808,98.0751,32.950085,-84.114687,127.866293,39.712621,-84.699705,166.861286,51.336161,-83.885742,221.650635,67.232141,-85.146907,321.959392,90.394713,-86.969689,439.096902,135.799419,diffuse
diffuse,75,78.760283,14.738949,13.855358,-87.219615,60.322871,21.082586,-84.887386,77.184026,24.089915,-82.898366,92.306695,30.922705,-83.494974,120.585847,37.542242,-83.372557,159.729313,47.990811,-84.110602,208.315937,65.571039,-84.96617,301.303239,90.622342,-87.882385,434.675164,133.106746,diffuse
diffuse,76,-0.0,16.061852,15.724575,-86.308707,71.355809,21.067652,-86.495504,79.610002,25.202898,-85.093313,92.268029,31.207013,-83.531049,122.800575,37.670145,-84.471612,158.87443,48.387016,-83.887156,208.004898,66.301351,-84.984338,305.318893,90.078099,-87.23896,436.78688,133.721448,diffuse
diffuse,77,15.691314,19.669478,16.697704,-85.626224,73.543761,26.704502,-86.208989,83.922909,28.680652,-84.754097,96.926786,33.43298,-83.963752,125.239349,38.70664,-83.909334,160.313553,48.847043,-84.500449,217.996462,64.157218,-85.12902,315.50086,88.50459,-87.222867,444.744452,131.363307,diffuse
diffuse,78,-76.200074,50.722132,16.714013,-82.396522,77.913695,20.511399,-84.265904,84.008938,25.492202,-84.60426,99.902509,32.664506,-84.227865,128.61851,38.460151,-83.590784,162.929107,50.34437,-83.835761,220.025448,66.56943,-84.645544,320.481248,90.725546,-87.283242,447.279175,134.840118,diffuse
diffuse,79,-81.49991,63.109099,15.176436,-82.028346,79.206605,18.328751,-82.652127,84.823815,23.528455,-83.977651,97.433734,31.516978,-84.67774,127.616338,37.646814,-83.779643,158.805716,49.868721,-84.066016,210.02866,65.556259,-84.687787,309.500684,89.268773,-87.464881,445.498237,132.827118,diffuse
diffuse,80,-16.783159,17.060606,15.878106,-83.792897,82.401785,19.48261,-82.884085,82.803351,24.674232,-83.419789,99.453372,32.935347,-84.252207,132.114569,39.7656,-83.850911,170.061395,51.579849,-84.001638,223.358148,68.64656,-84.352741,317.361923,95.067553,-87.453663,443.839398,137.882395,diffuse
diffuse,81,1.585364,18.004397,16.395714,-82.47203,80.777318,21.128073,-82.678275,83.064832,25.92693,-82.915311,95.36772,33.147639,-83.452397,128.323268,38.745789,-83.990533,169.279856,49.366106,-84.154385,221.504029,65.821878,-84.70411,319.024084,90.419065,-87.265513,448.65969,134.521785,diffuse
diffuse,82,1.037748,19.932964,17.047775,-86.056275,87.099808,19.806565,-84.71589,87.843558,25.14292,-83.489113,101.310586,30.247505,-83.736902,128.709594,35.94048,-84.753984,155.718397,49.906308,-84.353573,218.014026,64.078409,-85.2358,318.610265,88.304251,-87.078784,445.578027,133.115821,diffuse
diffuse,83,10.826908,19.569183,17.182616,-88.896665,81.139678,19.704818,-86.617628,83.645367,23.831063,-84.985223,98.205703,31.414735,-84.623881,126.682477,38.424047,-85.886151,161.365083,51.085368,-84.488241,219.585704,66.062558,-84.989914,314.403269,92.041783,-87.820667,443.066502,134.524388,diffuse
diffuse,84,-81.03998,48.022786,19.115441,-82.934452,77.293454,18.563652,-83.696727,86.515312,24.516936,-83.575434,101.524484,32.602244,-84.513409,131.482254,40.464335,-84.886434,169.411753,51.603685,-84.548186,227.057037,66.355712,-85.165446,318.308979,93.730746,-87.572343,447.021515,135.586226,diffuse
diffuse,85,-70.643242,28.38423,17.069903,-83.594056,78.186297,18.087759,-85.081801,88.982435,24.784087,-84.433328,110.153179,32.172236,-84.014476,132.920383,39.227517,-84.582835,167.532385,50.331719,-84.227943,221.347705,65.426774,-84.764159,325.810989,88.387243,-87.534001,445.096799,134.161587,diffuse
diffuse,86,-82.799006,37.143234,19.138708,-82.849965,81.66283,18.158715,-83.307489,87.876315,24.893225,-83.689042,105.027663,32.921887,-83.803451,131.19898,40.196968,-83.633716,167.525886,52.787967,-84.22284,224.359659,67.930317,-84.783554,328.484836,90.882895,-87.171546,445.22,136.142746,diffuse
diffuse,87,-82.738225,39.16637,20.633538,-81.891138,79.596418,20.02087,-84.185724,85.30597,24.964305,-84.158103,105.722949,31.590278,-84.034906,130.991057,38.628841,-84.342773,169.237465,50.237471,-84.000845,215.17289,68.014557,-85.243272,318.967256,91.046669,-87.009611,442.074773,135.867322,diffuse
diffuse,88,-81.708773,29.77823,19.197692,-86.430596,77.514623,19.373447,-86.219163,85.336048,24.613082,-84.528654,108.058068,30.637932,-83.544822,130.889419,37.735794,-83.547836,164.962344,50.264441,-83.822728,213.171516,68.045477,-84.418082,320.454482,91.04275,-86.789153,439.578249,136.072234,diffuse
diffuse,89,-87.205844,80.341996,16.119803,-87.405647,86.336046,19.282396,-87.245846,90.224222,25.443012,-85.718353,107.161759,33.199475,-83.761912,135.343152,40.858166,-84.13549,174.436798,52.113677,-84.321662,224.898905,69.772924,-84.606762,328.428475,92.621722,-86.567936,442.212614,137.559479,diffuse
diffuse,90,-86.126047,75.175703,15.240829,-86.648328,82.527482,18.426327,-85.371067,87.346789,24.401919,-85.143837,103.095524,32.121541,-84.484092,130.966897,40.510699,-84.607122,174.623241,50.351301,-84.436947,222.948541,67.250427,-84.892472,326.170983,91.925165,-86.839945,442.273524,135.959822,diffuse
diffuse,91,-84.137722,71.845946,14.611988,-84.456038,88.213977,19.233949,-84.584603,86.495461,24.866807,-84.128954,103.35353,32.305257,-83.921955,128.684463,39.110147,-85.283922,163.697995,50.242945,-84.918704,218.668965,66.044298,-84.801469,316.863263,91.295824,-87.029,440.944495,135.298933,diffuse
diffuse,92,-88.866145,36.601717,17.803767,-86.502748,83.142559,19.070652,-86.314635,85.951235,23.619501,-85.619462,98.92551,31.632268,-85.193344,123.325079,39.791891,-85.394261,164.668972,50.228862,-84.364738,218.973743,66.976498,-85.065563,320.930087,90.849268,-87.198513,442.434793,135.696178,diffuse
diffuse,93,36.777208,19.593186,17.31057,-85.913165,80.617166,22.331289,-85.78095,81.815638,25.905861,-85.369639,95.526045,32.996942,-84.253363,124.462722,39.546892,-85.323659,162.455922,50.385262,-84.437184,218.68145,66.034817,-84.863228,315.207923,91.329746,-87.445897,440.344841,135.342781,diffuse
diffuse,94,83.866536,32.820145,20.005981,89.501961,75.171425,23.990344,-86.005007,82.663912,28.314245,-84.161986,99.019861,34.613728,-84.198563,127.961031,41.593586,-83.861635,166.466448,52.302227,-84.131931,227.296932,67.366782,-84.866672,326.117455,92.313223,-86.716965,443.172925,137.94068,diffuse
diffuse,95,84.835142,48.665714,21.049326,-88.719301,75.304062,24.337288,-85.552035,85.223674,27.967312,-83.538407,113.479954,32.611082,-82.992811,134.790909,41.338871,-83.620402,176.338468,52.100024,-84.264837,232.821921,69.235512,-85.61618,338.892939,93.585601,-87.183276,449.845784,139.446489,diffuse
diffuse,96,75.331688,35.740829,20.764456,89.899778,63.186343,24.171293,-84.977953,82.745177,26.906652,-84.092921,109.864816,31.873004,-83.397413,132.382836,39.085138,-83.624797,167.28849,51.588287,-84.076498,219.616333,69.018291,-84.842993,328.696644,90.952693,-87.6413,445.456168,136.165491,diffuse
diffuse,97,81.401227,46.236206,15.485861,88.94648,62.957322,20.037683,-85.462247,81.890573,25.762519,-84.217203,104.199793,31.395338,-84.473499,130.349333,37.992369,-83.900847,164.164716,50.981469,-84.189307,219.507965,68.002203,-84.964869,325.190548,90.526283,-86.724263,449.493415,136.639239,diffuse
diffuse,98,40.268839,18.78983,16.684612,-88.657389,66.787332,22.202945,-84.653496,86.071153,25.697392,-83.445991,99.341532,32.825437,-83.870757,127.161626,39.250464,-83.230125,167.508458,49.495928,-83.796284,216.421859,66.769756,-84.44573,314.631181,90.743941,-86.856738,441.637831,135.184726,diffuse
diffuse,99,14.74128,17.135576,15.615765,88.201373,60.51468,25.690847,-85.530441,78.426176,28.418708,-84.027682,96.375645,33.657684,-84.104406,125.658539,40.178182,-84.671079,171.143867,49.262222,-83.943526,215.078747,68.284881,-84.701564,323.520422,91.354945,-87.001947,445.691952,136.900589,diffuse
diffuse,100,-85.310739,37.489278,19.547368,-85.718248,72.895249,21.538548,-84.598314,83.326291,26.228998,-84.55921,97.157234,34.149947,-85.054235,125.481391,41.667818,-84.380585,174.835394,50.356486,-84.660697,223.848792,69.019337,-84.700082,333.431795,92.197591,-88.225057,445.86452,139.253738,diffuse
interstitial,1,-68.839494,37.415035,7.203141,-68.462744,39.554946,10.002528,-68.12326,47.915658,13.078835,-68.912748,60.340658,16.893913,-69.306036,81.885458,21.174642,-69.796071,108.941501,29.452273,-70.425819,143.046439,45.832612,-70.885932,203.159855,70.336582,-71.330499,330.901619,117.070549,interstitial
interstitial,2,-71.198514,30.366507,6.142145,-70.374177,37.237071,9.922809,-70.258579,47.159605,13.524237,-70.72375,62.24907,17.134687,-70.221583,82.718573,21.909525,-69.794576,113.655495,30.122006,-69.748178,156.108603,45.354658,-71.574555,208.140237,72.731482,-72.597643,336.562778,119.291506,interstitial
interstitial,3,-70.609341,26.444607,5.655671,-71.197586,33.221092,9.786457,-71.304054,41.213723,13.802411,-71.147436,55.367493,17.319638,-70.597873,77.572171,21.116526,-71.233211,110.310049,27.564792,-71.018643,147.811704,42.301099,-72.375447,196.639088,71.623059,-72.9743,325.30117,115.510973,interstitial
interstitial,4,-65.504543,20.794055,6.189857,-65.155941,30.450076,9.645289,-65.949875,40.431555,13.072144,-66.007693,58.619145,15.320623,-66.659458,77.367857,19.226041,-67.507619,108.172559,24.644305,-68.43853,141.252129,38.422961,-70.810034,188.485308,67.066866,-69.975662,318.111187,110.379168,interstitial
interstitial,5,-66.716721,35.936848,6.568414,-65.469557,39.069882,9.427389,-65.392807,48.32586,12.938102,-64.760111,61.611762,16.713069,-65.098083,83.755034,20.938757,-67.09778,114.330803,28.542714,-68.822583,151.15614,44.103541,-68.785709,204.688631,72.148483,-69.764722,335.831294,117.036928,interstitial
interstitial,6,-64.498549,27.354393,5.60879,-65.399801,36.628178,9.124238,-65.940904,46.026715,12.552141,-66.021581,59.723527,15.770758,-66.287614,78.915213,19.686008,-67.406846,104.160586,26.559515,-68.812256,137.994937,41.255998,-69.917804,188.9096,69.924681,-70.941568,316.175676,115.792277,interstitial
interstitial,7,-63.018889,34.097375,6.000074,-63.359133,37.324091,9.444837,-64.475399,46.420947,12.950976,-65.60434,60.956698,16.365519,-66.398674,81.607803,20.637293,-67.863587,105.612268,28.727068,-69.071364,141.08719,42.871541,-72.237564,204.32248,67.015968,-71.636692,329.359585,115.651812,interstitial
interstitial,8,-67.08106,26.371607,6.153349,-66.723049,35.131649,10.28732,-66.387302,47.098609,13.732075,-66.897736,64.071958,16.842956,-66.850196,85.936211,21.157007,-67.446515,111.806051,29.456934,-68.380777,149.739251,45.202452,-71.041672,204.828415,71.588589,-70.606062,340.454757,115.161619,interstitial
interstitial,9,-69.108229,35.268359,5.047426,-69.199352,39.771621,9.123142,-69.748083,46.617341,13.102396,-70.201602,61.107017,16.12148,-70.17624,76.442729,21.415469,-70.816523,104.170192,28.797304,-71.206778,148.025113,42.432129,-71.296559,202.707715,69.429132,-72.999535,333.071031,114.376465,interstitial
interstitial,10,-68.264744,40.694087,6.927574,-68.553736,41.466885,9.88469,-68.169374,52.849258,12.729373,-68.036585,67.371845,16.068511,-67.571756,87.564686,20.362838,-67.773462,113.148176,28.398645,-68.931807,144.471659,44.060015,-70.069936,206.08337,68.308779,-70.272272,329.566237,116.887917,interstitial
interstitial,11,-73.300756,17.892375,7.704027,-73.325031,28.728115,11.324601,-72.038052,40.296422,14.746331,-71.440967,56.468383,18.193395,-71.308698,77.513225,22.794564,-70.793213,108.277552,30.497492,-70.556997,149.422378,45.228001,-71.02569,209.106299,68.152232,-71.653932,331.818096,115.899821,interstitial
interstitial,12,-60.216293,18.86312,7.541123,-62.355012,29.525056,11.422847,-65.227763,45.851484,14.067981,-67.129662,62.589777,17.1851,-68.192754,85.691594,21.202161,-69.033339,112.542096,29.039922,-69.56297,149.489498,43.183051,-68.958732,200.480045,72.376305,-70.206698,329.060806,117.885503,interstitial
interstitial,13,-68.625601,34.275499,5.795917,-67.559456,35.971963,8.856966,-67.810702,43.458781,12.418254,-67.870252,58.720342,14.883713,-68.183016,77.744214,18.319431,-68.401923,107.523462,23.719876,-69.986106,144.036844,38.136532,-69.084223,192.918721,66.387267,-70.644879,325.648694,108.278364,interstitial
interstitial,14,-61.399954,25.562146,5.744674,-63.321699,31.195153,9.937864,-64.292384,39.086243,13.976441,-66.389453,53.503567,17.394305,-67.28708,73.544972,22.121712,-67.984625,104.131251,29.760375,-68.483222,142.338286,44.661547,-69.309164,189.90748,72.791276,-70.592388,321.559317,117.795445,interstitial
interstitial,15,-69.106403,32.047547,6.320904,-69.143879,33.352802,8.77277,-68.710864,39.530791,12.30551,-68.603285,50.72889,15.489408,-68.772578,68.745111,19.124729,-68.853551,93.541188,25.391351,-68.664047,122.852104,39.683338,-71.428258,177.419758,64.467607,-71.345392,303.733996,110.021451,interstitial
interstitial,16,-66.803326,33.952667,5.745366,-66.628405,38.3219,9.923195,-66.607465,47.793416,13.763862,-67.350053,64.101803,17.243025,-68.363109,88.55744,21.245986,-68.873258,113.27556,30.130095,-70.400373,145.460968,47.966998,-72.9409,201.717329,73.42434,-72.791865,337.810772,120.43863,interstitial
interstitial,17,-68.730338,36.611399,6.851218,-68.950731,40.047555,9.980197,-69.016486,51.049293,13.550482,-69.603464,67.549151,16.844886,-69.639556,86.336104,22.373276,-70.148695,113.787025,31.424369,-70.870958,152.763581,48.33725,-71.179165,209.840249,73.706976,-70.870303,338.891758,119.642167,interstitial
interstitial,18,-63.626817,38.837024,6.842721,-65.125136,42.265308,9.870813,-66.091609,53.274352,13.284883,-66.34413,67.764809,17.116622,-66.989542,92.744498,20.899518,-67.428567,122.762067,28.852514,-68.497629,158.874901,46.116647,-69.267377,213.854361,74.160908,-70.885471,344.952031,120.100929,interstitial
interstitial,19,-68.085431,30.9162,5.624697,-69.084532,39.609345,9.714905,-68.419622,51.25675,13.30866,-68.679662,67.749656,16.687083,-69.123547,92.936187,20.418322,-69.597243,112.754623,29.998499,-71.23584,152.666699,44.706978,-71.754755,210.522271,71.390379,-70.944032,341.626553,116.784668,interstitial
interstitial,20,-73.154966,13.124804,8.532115,-72.310903,24.750168,11.301904,-72.980431,38.181993,13.565184,-71.385629,54.345265,16.489178,-71.66151,73.763132,20.877846,-71.617581,100.606193,28.532835,-71.172503,135.092591,42.455851,-70.579162,190.940829,67.430778,-71.413997,311.102021,114.962163,interstitial
interstitial,21,-64.646086,28.532561,5.499116,-66.288811,35.09943,9.877581,-67.35393,45.299339,13.669681,-67.840338,62.650238,16.702726,-68.526047,84.581224,21.108314,-69.473754,117.764177,28.247011,-69.35326,153.1701,44.966059,-71.346578,204.595317,72.195655,-70.433023,336.77398,117.409558,interstitial
interstitial,22,-74.408551,34.661039,6.445594,-73.485526,37.627379,9.778442,-72.461115,47.898723,13.12181,-71.292064,65.538095,15.714652,-70.883597,84.538498,19.815545,-70.708902,111.143339,26.676815,-71.854532,143.442065,42.269344,-70.3279,191.875152,70.825835,-70.382859,332.941295,113.510336,interstitial
interstitial,23,-70.295959,36.535228,6.452667,-69.173148,38.398122,9.2578,-69.435563,46.007395,12.959248,-69.912823,58.43344,16.713558,-70.197191,78.475469,20.486473,-69.753047,105.102316,26.974109,-70.042813,135.341173,42.314321,-72.329468,191.131378,68.015531,-71.186715,323.307946,113.051077,interstitial
interstitial,24,-72.379774,24.657947,5.62687,-70.090347,32.659428,9.403427,-69.8179,41.780614,12.761729,-69.562036,56.225919,15.51545,-69.662459,73.568857,19.050618,-69.902173,96.360963,25.300001,-69.598815,133.588268,37.068538,-71.643696,194.058777,59.633125,-72.287304,312.230164,107.139644,interstitial
interstitial,25,-68.863736,42.975974,6.755044,-68.478827,47.179828,9.487143,-68.574058,53.53973,12.091072,-69.126319,66.859145,15.452925,-68.956463,89.63272,19.140108,-68.827426,118.075753,26.314585,-68.972204,145.754235,43.160179,-71.376697,208.05674,68.777404,-71.2893,339.843344,113.749627,interstitial
interstitial,26,-69.73973,26.612456,5.517593,-69.799384,34.463197,9.123298,-70.558426,43.70524,12.604299,-69.980985,57.117916,15.943003,-69.937857,77.265079,19.749631,-69.405992,104.803511,26.447602,-69.58472,139.46086,41.522423,-69.870005,188.752929,69.252446,-71.304143,316.484279,115.054467,interstitial
interstitial,27,-69.313697,26.620899,6.464047,-70.079495,39.093359,9.892975,-70.325006,50.019769,13.600431,-69.797353,64.279735,17.869734,-69.470824,87.591242,22.911708,-69.919155,118.539154,32.078304,-71.288322,148.4155,50.885636,-72.800368,216.302775,73.773817,-71.933776,343.939804,121.906174,interstitial
interstitial,28,-69.029608,26.619179,5.762034,-68.347778,33.946848,9.683001,-67.752547,43.983343,13.364072,-67.159587,59.202255,17.180613,-67.343927,87.315605,20.796573,-68.188857,115.622873,30.157007,-70.822837,143.310506,49.265069,-70.916197,210.838671,72.4364,-71.435704,338.966338,118.430028,interstitial
